Image,actual_label,predicted_label,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-L,METEOR,CIDEr
Brachypterois serrulata_Sp4_L (16).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8208955223880597,0.7227641798688508,0.6424873900562849,0.5783548791657982,0.711111111111111,0.4085692825957476,0.0
Brachypterois serrulata_Sp4_L (17).tif,Brachypterois serrulata,Dactyloptena orientalis,0.835820895522388,0.7464676351646189,0.6757774615227791,0.6167200921107615,0.7333333333333332,0.4246963268277084,0.0
Brachypterois serrulata_Sp4_L (18).tif,Brachypterois serrulata,Dactyloptena orientalis,0.835820895522388,0.7464676351646189,0.6757774615227791,0.6167200921107615,0.7333333333333332,0.4246963268277084,0.0
Brachypterois serrulata_Sp4_L (19).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8208955223880597,0.7227641798688508,0.6424873900562849,0.5783548791657982,0.711111111111111,0.4085692825957476,0.0
Brachypterois serrulata_Sp4_L (2).tif,Brachypterois serrulata,Minous dempsterae,0.782608695652174,0.6436786858669364,0.5367035744557851,0.4467114786903066,0.6373626373626374,0.3910847569564297,0.0
Brachypterois serrulata_Sp4_L (20).tif,Brachypterois serrulata,Dactyloptena orientalis,0.835820895522388,0.7464676351646189,0.6757774615227791,0.6167200921107615,0.7333333333333332,0.4246963268277084,0.0
Brachypterois serrulata_Sp4_L (21).tif,Brachypterois serrulata,Dactyloptena orientalis,0.835820895522388,0.7464676351646189,0.6757774615227791,0.6167200921107615,0.7333333333333332,0.4246963268277084,0.0
Brachypterois serrulata_Sp4_L (22).tif,Brachypterois serrulata,Dactyloptena orientalis,0.835820895522388,0.7464676351646189,0.6757774615227791,0.6167200921107615,0.7333333333333332,0.4246963268277084,0.0
Brachypterois serrulata_Sp4_L (23).tif,Brachypterois serrulata,Dactyloptena orientalis,0.835820895522388,0.7464676351646189,0.6757774615227791,0.6167200921107615,0.7333333333333332,0.4246963268277084,0.0
Brachypterois serrulata_Sp4_L (24).tif,Brachypterois serrulata,Dactyloptena orientalis,0.835820895522388,0.7464676351646189,0.6757774615227791,0.6167200921107615,0.7333333333333332,0.4246963268277084,0.0
Brachypterois serrulata_Sp4_L (25).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7162162162162162,0.6025061814040891,0.5206943312468102,0.4520405281690193,0.5979381443298969,0.3606137229983722,0.0
Brachypterois serrulata_Sp4_L (26).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (27).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7536231884057971,0.6403590212094546,0.5554480302111097,0.4832272456835693,0.6373626373626374,0.36473854911272474,0.0
Brachypterois serrulata_Sp4_L (28).tif,Brachypterois serrulata,Dactyloptena orientalis,0.726027397260274,0.6108170040863091,0.5279271207890193,0.458364309123968,0.631578947368421,0.3661919198939341,0.0
Brachypterois serrulata_Sp4_L (29).tif,Brachypterois serrulata,Minous dempsterae,0.7323943661971831,0.5964347461697983,0.48406069573797594,0.3909125795637697,0.6021505376344085,0.3663855446231477,0.0
Brachypterois serrulata_Sp4_L (3).tif,Brachypterois serrulata,Minous dempsterae,0.782608695652174,0.6436786858669364,0.5367035744557851,0.4467114786903066,0.6373626373626374,0.3910847569564297,0.0
Brachypterois serrulata_Sp4_L (30).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7464788732394366,0.6365778729503405,0.5543073809686611,0.48449738593145464,0.6451612903225806,0.3676699902063214,0.0
Brachypterois serrulata_Sp4_L (31).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7361111111111112,0.6193603141532753,0.5353636907517005,0.4648675548934071,0.6170212765957446,0.3700997565514135,0.0
Brachypterois serrulata_Sp4_L (32).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7297297297297297,0.624384183843322,0.5516254924152133,0.4880580375861473,0.6185567010309277,0.37540297424803803,0.0
Brachypterois serrulata_Sp4_L (33).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7297297297297297,0.624384183843322,0.5516254924152133,0.4880580375861473,0.6185567010309277,0.37540297424803803,0.0
Brachypterois serrulata_Sp4_L (34).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7297297297297297,0.624384183843322,0.5516254924152133,0.4880580375861473,0.6185567010309277,0.37540297424803803,0.0
Brachypterois serrulata_Sp4_L (35).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7464788732394366,0.6448995055304356,0.5716965398182537,0.5067569982976131,0.6451612903225806,0.3712201392654944,0.0
Brachypterois serrulata_Sp4_L (36).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7681159420289855,0.6637296772022304,0.5885135340564719,0.5217760823374488,0.6593406593406593,0.38030442262611736,0.0
Brachypterois serrulata_Sp4_L (37).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6254173656748958,0.5213670691811452,0.4338530946686528,0.6236559139784946,0.389503018808982,0.0
Brachypterois serrulata_Sp4_L (38).tif,Brachypterois serrulata,Minous dempsterae,0.7910447761194029,0.6568705875531355,0.549535088706207,0.45820920328123144,0.6292134831460675,0.38465598814322927,0.0
Brachypterois serrulata_Sp4_L (39).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6254173656748958,0.5213670691811452,0.4338530946686528,0.6236559139784946,0.389503018808982,0.0
Brachypterois serrulata_Sp4_L (4).tif,Brachypterois serrulata,Minous dempsterae,0.782608695652174,0.6436786858669364,0.5367035744557851,0.4467114786903066,0.6373626373626374,0.3910847569564297,0.0
Brachypterois serrulata_Sp4_L (40).tif,Brachypterois serrulata,Minous dempsterae,0.7681159420289855,0.6197241087891391,0.5014737684083982,0.4044195954031993,0.6153846153846154,0.375956347812198,0.0
Brachypterois serrulata_Sp4_L (41).tif,Brachypterois serrulata,Minous dempsterae,0.782608695652174,0.6436786858669364,0.5367035744557851,0.4467114786903066,0.6373626373626374,0.3910847569564297,0.0
Brachypterois serrulata_Sp4_L (42).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6664078172425557,0.5537514379852659,0.4621527864437886,0.6881720430107526,0.41223050217309914,0.0
Brachypterois serrulata_Sp4_L (43).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7605633802816901,0.6509550328005539,0.5690163087667292,0.49962972263067806,0.6666666666666666,0.37569276351292397,0.0
Brachypterois serrulata_Sp4_L (44).tif,Brachypterois serrulata,Minous dempsterae,0.782608695652174,0.6436786858669364,0.5367035744557851,0.4467114786903066,0.6373626373626374,0.3910847569564297,0.0
Brachypterois serrulata_Sp4_L (45).tif,Brachypterois serrulata,Minous dempsterae,0.7794117647058824,0.6471386334370269,0.5413318448615729,0.4513168758937854,0.6222222222222223,0.38348325647206094,0.0
Brachypterois serrulata_Sp4_L (46).tif,Brachypterois serrulata,Minous dempsterae,0.7910447761194029,0.6568705875531355,0.549535088706207,0.45820920328123144,0.6292134831460675,0.38465598814322927,0.0
Brachypterois serrulata_Sp4_L (47).tif,Brachypterois serrulata,Minous dempsterae,0.805878565793372,0.6721850922366129,0.5581092100103052,0.4636298934188372,0.6741573033707865,0.39995211684817406,0.0
Brachypterois serrulata_Sp4_L (48).tif,Brachypterois serrulata,Minous dempsterae,0.7464788732394366,0.6021423857496645,0.48714396801143334,0.39277856374933984,0.6021505376344085,0.37443579635491914,0.0
Brachypterois serrulata_Sp4_L (49).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (5).tif,Brachypterois serrulata,Minous dempsterae,0.8208022429376937,0.6964737983932455,0.5934750528701881,0.49918331278820294,0.6966292134831461,0.4147492221456436,0.0
Brachypterois serrulata_Sp4_L (50).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (51).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (52).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (53).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (54).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (55).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (56).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (57).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (58).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (59).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (6).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6254173656748958,0.5213670691811452,0.4338530946686528,0.6236559139784946,0.389503018808982,0.0
Brachypterois serrulata_Sp4_L (60).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (61).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7397260273972602,0.6248287436603005,0.5422762070148763,0.4731475247804363,0.6526315789473683,0.37418244084553537,0.0
Brachypterois serrulata_Sp4_L (62).tif,Brachypterois serrulata,Dactyloptena orientalis,0.75,0.6335680316305624,0.5499149033306413,0.479860513941241,0.6382978723404256,0.37455888193290515,0.0
Brachypterois serrulata_Sp4_L (63).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7464788732394366,0.6365778729503405,0.5543073809686611,0.48449738593145464,0.6451612903225806,0.3676699902063214,0.0
Brachypterois serrulata_Sp4_L (64).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7397260273972602,0.6248287436603005,0.5422762070148763,0.4731475247804363,0.6526315789473683,0.37418244084553537,0.0
Brachypterois serrulata_Sp4_L (65).tif,Brachypterois serrulata,Dactyloptena orientalis,0.75,0.6335680316305624,0.5499149033306413,0.479860513941241,0.6382978723404256,0.37455888193290515,0.0
Brachypterois serrulata_Sp4_L (66).tif,Brachypterois serrulata,Dactyloptena orientalis,0.75,0.6335680316305624,0.5499149033306413,0.479860513941241,0.6382978723404256,0.37455888193290515,0.0
Brachypterois serrulata_Sp4_L (67).tif,Brachypterois serrulata,Minous dempsterae,0.7323943661971831,0.5964347461697983,0.48406069573797594,0.3909125795637697,0.6021505376344085,0.3663855446231477,0.0
Brachypterois serrulata_Sp4_L (68).tif,Brachypterois serrulata,Dactyloptena orientalis,0.75,0.6335680316305624,0.5499149033306413,0.479860513941241,0.6382978723404256,0.37455888193290515,0.0
Brachypterois serrulata_Sp4_L (69).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7534246575342466,0.6469692838038701,0.5735258333499398,0.5094777599234551,0.6736842105263158,0.3891847862058507,0.0
Brachypterois serrulata_Sp4_L (7).tif,Brachypterois serrulata,Minous dempsterae,0.805878565793372,0.6721850922366129,0.565453594480591,0.4681982272469481,0.6966292134831461,0.39995211684817406,0.0
Brachypterois serrulata_Sp4_L (70).tif,Brachypterois serrulata,Minous dempsterae,0.7464788732394366,0.6021423857496645,0.48714396801143334,0.39277856374933984,0.6021505376344085,0.37443579635491914,0.0
Brachypterois serrulata_Sp4_L (71).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7361111111111112,0.6193603141532753,0.5353636907517005,0.4648675548934071,0.6170212765957446,0.3665603222278315,0.0
Brachypterois serrulata_Sp4_L (72).tif,Brachypterois serrulata,Minous dempsterae,0.805878565793372,0.6721850922366129,0.565453594480591,0.4681982272469481,0.6966292134831461,0.39995211684817406,0.0
Brachypterois serrulata_Sp4_L (73).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7746478873239436,0.6735891433240474,0.6009223203727443,0.5366978561236772,0.6881720430107526,0.3907556632440176,0.0
Brachypterois serrulata_Sp4_L (74).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6254173656748958,0.5213670691811452,0.4338530946686528,0.6236559139784946,0.389503018808982,0.0
Brachypterois serrulata_Sp4_L (75).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6254173656748958,0.5213670691811452,0.4338530946686528,0.6236559139784946,0.389503018808982,0.0
Brachypterois serrulata_Sp4_L (76).tif,Brachypterois serrulata,Minous dempsterae,0.7910447761194029,0.6568705875531355,0.549535088706207,0.45820920328123144,0.6292134831460675,0.38465598814322927,0.0
Brachypterois serrulata_Sp4_L (77).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6254173656748958,0.5213670691811452,0.4338530946686528,0.6236559139784946,0.389503018808982,0.0
Brachypterois serrulata_Sp4_L (78).tif,Brachypterois serrulata,Minous dempsterae,0.782608695652174,0.6436786858669364,0.5367035744557851,0.4467114786903066,0.6373626373626374,0.3910847569564297,0.0
Brachypterois serrulata_Sp4_L (79).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6254173656748958,0.5213670691811452,0.4338530946686528,0.6236559139784946,0.389503018808982,0.0
Brachypterois serrulata_Sp4_L (8).tif,Brachypterois serrulata,Minous dempsterae,0.805878565793372,0.6721850922366129,0.565453594480591,0.4681982272469481,0.6966292134831461,0.39995211684817406,0.0
Brachypterois serrulata_Sp4_L (80).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6254173656748958,0.5213670691811452,0.4338530946686528,0.6236559139784946,0.389503018808982,0.0
Brachypterois serrulata_Sp4_L (81).tif,Brachypterois serrulata,Minous dempsterae,0.782608695652174,0.6436786858669364,0.5367035744557851,0.4467114786903066,0.6373626373626374,0.3910847569564297,0.0
Brachypterois serrulata_Sp4_L (82).tif,Brachypterois serrulata,Minous dempsterae,0.782608695652174,0.6436786858669364,0.5367035744557851,0.4467114786903066,0.6373626373626374,0.3910847569564297,0.0
Brachypterois serrulata_Sp4_L (83).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6254173656748958,0.5213670691811452,0.4338530946686528,0.6236559139784946,0.389503018808982,0.0
Brachypterois serrulata_Sp4_L (84).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (85).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (86).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8208955223880597,0.7313178998539324,0.6603725789806231,0.6010301792991235,0.711111111111111,0.4085692825957476,0.0
Brachypterois serrulata_Sp4_L (87).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8208955223880597,0.7313178998539324,0.6603725789806231,0.6010301792991235,0.711111111111111,0.4085692825957476,0.0
Brachypterois serrulata_Sp4_L (88).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8208955223880597,0.7313178998539324,0.6603725789806231,0.6010301792991235,0.711111111111111,0.4085692825957476,0.0
Brachypterois serrulata_Sp4_L (89).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (9).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6254173656748958,0.5213670691811452,0.4338530946686528,0.6236559139784946,0.389503018808982,0.0
Brachypterois serrulata_Sp4_L (90).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (91).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (92).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (93).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (94).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (95).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (96).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7464788732394366,0.6365778729503405,0.5543073809686611,0.48449738593145464,0.6451612903225806,0.3676699902063214,0.0
Brachypterois serrulata_Sp4_L (97).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (98).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7605633802816901,0.6592477879183604,0.5863173556800197,0.521743847505675,0.6666666666666666,0.3828253448837824,0.0
Brachypterois serrulata_Sp4_L (99).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7534246575342466,0.6469692838038701,0.5735258333499398,0.5094777599234551,0.6736842105263158,0.3891847862058507,0.0
Brachypterois serrulata_Sp4_R (1).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.634044219620846,0.5330743476679153,0.447488352994227,0.631578947368421,0.377678806227999,0.0
Brachypterois serrulata_Sp4_R (10).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.634044219620846,0.5330743476679153,0.447488352994227,0.631578947368421,0.377678806227999,0.0
Brachypterois serrulata_Sp4_R (11).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.634044219620846,0.5330743476679153,0.447488352994227,0.631578947368421,0.377678806227999,0.0
Brachypterois serrulata_Sp4_R (12).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.634044219620846,0.5330743476679153,0.447488352994227,0.631578947368421,0.377678806227999,0.0
Brachypterois serrulata_Sp4_R (13).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8257261501131822,0.7392142005230266,0.6647452520442922,0.604624511664502,0.7391304347826085,0.4199387781626498,0.0
Brachypterois serrulata_Sp4_R (14).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (15).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7967533027407899,0.7015079650306805,0.6172284559780951,0.5518128313457186,0.6956521739130435,0.3887205755279022,0.0
Brachypterois serrulata_Sp4_R (16).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (17).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (18).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (19).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (2).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.634044219620846,0.5330743476679153,0.447488352994227,0.631578947368421,0.377678806227999,0.0
Brachypterois serrulata_Sp4_R (20).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (21).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (22).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8257261501131822,0.7392142005230266,0.6647452520442922,0.604624511664502,0.7391304347826085,0.4199387781626498,0.0
Brachypterois serrulata_Sp4_R (23).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
