Image,actual_label,predicted_label,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-L,METEOR,CIDEr
Brachypterois serrulata_Sp4_L (109).tif,Brachypterois serrulata,Minous dempsterae,0.75,0.6080446610728154,0.5092186594177605,0.4246960185544554,0.6105263157894737,0.3899229183069156,0.0
Brachypterois serrulata_Sp4_L (11).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6664078172425557,0.5537514379852659,0.4621527864437886,0.6881720430107526,0.41223050217309914,0.0
Brachypterois serrulata_Sp4_L (110).tif,Brachypterois serrulata,Minous dempsterae,0.7464788732394366,0.6195994032624134,0.5039261655417239,0.40989325167334956,0.6236559139784946,0.3779224254528625,0.0
Brachypterois serrulata_Sp4_L (111).tif,Brachypterois serrulata,Minous dempsterae,0.7361111111111112,0.6276742474216775,0.5401439766416786,0.4564132887236507,0.6382978723404256,0.3880695834136168,0.0
Brachypterois serrulata_Sp4_L (112).tif,Brachypterois serrulata,Minous dempsterae,0.7588479025149345,0.6337742637632616,0.5217638811531183,0.42722768090234714,0.6588235294117647,0.3776742196513921,0.0
Brachypterois serrulata_Sp4_L (113).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6578086464321604,0.5418470963860217,0.4482301775521988,0.6881720430107526,0.40837253351344793,0.0
Brachypterois serrulata_Sp4_L (114).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (115).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6664078172425557,0.5537514379852659,0.4621527864437886,0.6881720430107526,0.41223050217309914,0.0
Brachypterois serrulata_Sp4_L (116).tif,Brachypterois serrulata,Minous dempsterae,0.7464788732394366,0.6195994032624134,0.5181286808535968,0.43183041443713516,0.6236559139784946,0.3815445140227583,0.0
Brachypterois serrulata_Sp4_L (12).tif,Brachypterois serrulata,Minous dempsterae,0.75,0.6080446610728154,0.5092186594177605,0.4246960185544554,0.6105263157894737,0.3899229183069156,0.0
Brachypterois serrulata_Sp4_L (13).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8208955223880597,0.7313178998539324,0.6603725789806231,0.6010301792991235,0.711111111111111,0.4085692825957476,0.0
Brachypterois serrulata_Sp4_L (14).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7777777777777778,0.670178543468228,0.5960266053483262,0.5262861779066823,0.6808510638297872,0.40493784200469646,0.0
Brachypterois serrulata_Sp4_L (15).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5570432085116224,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (16).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7297297297297297,0.624384183843322,0.5516254924152133,0.4880580375861473,0.6185567010309277,0.37540297424803803,0.0
Brachypterois serrulata_Sp4_L (17).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5570432085116224,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (18).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7297297297297297,0.624384183843322,0.5516254924152133,0.4880580375861473,0.6185567010309277,0.37540297424803803,0.0
Brachypterois serrulata_Sp4_L (19).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5570432085116224,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (2).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (20).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8208955223880597,0.7313178998539324,0.6603725789806231,0.6010301792991235,0.711111111111111,0.4085692825957476,0.0
Brachypterois serrulata_Sp4_L (21).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7297297297297297,0.624384183843322,0.5516254924152133,0.4880580375861473,0.6185567010309277,0.37540297424803803,0.0
Brachypterois serrulata_Sp4_L (22).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8208955223880597,0.7313178998539324,0.6603725789806231,0.6010301792991235,0.711111111111111,0.4085692825957476,0.0
Brachypterois serrulata_Sp4_L (23).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8208955223880597,0.7313178998539324,0.6603725789806231,0.6010301792991235,0.711111111111111,0.4085692825957476,0.0
Brachypterois serrulata_Sp4_L (24).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7297297297297297,0.624384183843322,0.5516254924152133,0.4880580375861473,0.6185567010309277,0.37540297424803803,0.0
Brachypterois serrulata_Sp4_L (25).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7297297297297297,0.624384183843322,0.5516254924152133,0.4880580375861473,0.6185567010309277,0.37540297424803803,0.0
Brachypterois serrulata_Sp4_L (26).tif,Brachypterois serrulata,Dactyloptena orientalis,0.75,0.6418503182097174,0.5671662659068787,0.5019070911577975,0.6382978723404256,0.3854411725680583,0.0
Brachypterois serrulata_Sp4_L (27).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (28).tif,Brachypterois serrulata,Minous dempsterae,0.7464788732394366,0.6195994032624134,0.5181286808535968,0.43183041443713516,0.6236559139784946,0.3815445140227583,0.0
Brachypterois serrulata_Sp4_L (29).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (3).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (30).tif,Brachypterois serrulata,Minous dempsterae,0.7464788732394366,0.6195994032624134,0.5181286808535968,0.43183041443713516,0.6236559139784946,0.3815445140227583,0.0
Brachypterois serrulata_Sp4_L (31).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (32).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7297297297297297,0.624384183843322,0.5516254924152133,0.4880580375861473,0.6185567010309277,0.37540297424803803,0.0
Brachypterois serrulata_Sp4_L (33).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (34).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6578086464321604,0.5418470963860217,0.4482301775521988,0.6881720430107526,0.40837253351344793,0.0
Brachypterois serrulata_Sp4_L (35).tif,Brachypterois serrulata,Minous dempsterae,0.7454739577884284,0.637556146470098,0.5458671919760552,0.46260627955676314,0.6279069767441862,0.36964664324685215,0.0
Brachypterois serrulata_Sp4_L (36).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7297297297297297,0.624384183843322,0.5516254924152133,0.4880580375861473,0.6185567010309277,0.37540297424803803,0.0
Brachypterois serrulata_Sp4_L (37).tif,Brachypterois serrulata,Minous dempsterae,0.7361111111111112,0.5849240551000975,0.475526292906662,0.38432677136012894,0.5894736842105264,0.3750809720045851,0.0
Brachypterois serrulata_Sp4_L (38).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6664078172425557,0.5537514379852659,0.4621527864437886,0.6881720430107526,0.41223050217309914,0.0
Brachypterois serrulata_Sp4_L (39).tif,Brachypterois serrulata,Minous dempsterae,0.7571428571428571,0.6197241087891392,0.4990034142144208,0.40141254969432777,0.6451612903225806,0.3815439501511377,0.0
Brachypterois serrulata_Sp4_L (4).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6664078172425557,0.5537514379852659,0.4621527864437886,0.6881720430107526,0.41223050217309914,0.0
Brachypterois serrulata_Sp4_L (40).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (41).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (42).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (43).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (44).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (45).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (46).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6344166391652173,0.5068595488089456,0.4061430563890852,0.6666666666666666,0.3930801889004939,0.0
Brachypterois serrulata_Sp4_L (47).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6664078172425557,0.5537514379852659,0.4621527864437886,0.6881720430107526,0.41223050217309914,0.0
Brachypterois serrulata_Sp4_L (48).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (49).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5570432085116224,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (5).tif,Brachypterois serrulata,Minous dempsterae,0.75,0.6251760315483433,0.5387098006876866,0.45550409439114,0.6382978723404256,0.3912311121700135,0.0
Brachypterois serrulata_Sp4_L (50).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5570432085116224,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (51).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7910447761194029,0.683692584079352,0.5930192527114986,0.5174427086408707,0.6666666666666666,0.37746335961516014,0.0
Brachypterois serrulata_Sp4_L (52).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7910447761194029,0.683692584079352,0.5930192527114986,0.5174427086408707,0.6666666666666666,0.37746335961516014,0.0
Brachypterois serrulata_Sp4_L (53).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7910447761194029,0.683692584079352,0.5930192527114986,0.5174427086408707,0.6666666666666666,0.37746335961516014,0.0
Brachypterois serrulata_Sp4_L (54).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7910447761194029,0.683692584079352,0.5930192527114986,0.5174427086408707,0.6666666666666666,0.37746335961516014,0.0
Brachypterois serrulata_Sp4_L (55).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (56).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (57).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (58).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7910447761194029,0.683692584079352,0.5930192527114986,0.5174427086408707,0.6666666666666666,0.37746335961516014,0.0
Brachypterois serrulata_Sp4_L (59).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5570432085116224,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (6).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6509550328005539,0.5425112457310722,0.44698357119483717,0.6808510638297872,0.4031927311421991,0.0
Brachypterois serrulata_Sp4_L (60).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7605633802816901,0.6509550328005539,0.5752697359563197,0.5091306323177546,0.6382978723404256,0.3854411725680583,0.0
Brachypterois serrulata_Sp4_L (61).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.634044219620846,0.5261505204984792,0.4368350783566847,0.6451612903225806,0.3932090247694574,0.0
Brachypterois serrulata_Sp4_L (62).tif,Brachypterois serrulata,Dactyloptena orientalis,0.75,0.6418503182097174,0.5671662659068787,0.5019070911577975,0.6382978723404256,0.3854411725680583,0.0
Brachypterois serrulata_Sp4_L (63).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6664078172425557,0.5537514379852659,0.4621527864437886,0.6881720430107526,0.41223050217309914,0.0
Brachypterois serrulata_Sp4_L (64).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.6425552611110494,0.5378341919130268,0.4504817529885975,0.6451612903225806,0.3932090247694574,0.0
Brachypterois serrulata_Sp4_L (65).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6578086464321604,0.5418470963860217,0.4482301775521988,0.6881720430107526,0.40837253351344793,0.0
Brachypterois serrulata_Sp4_L (66).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.634044219620846,0.5261505204984792,0.4368350783566847,0.6451612903225806,0.3932090247694574,0.0
Brachypterois serrulata_Sp4_L (67).tif,Brachypterois serrulata,Dactyloptena orientalis,0.75,0.6418503182097174,0.5671662659068787,0.5019070911577975,0.6382978723404256,0.3854411725680583,0.0
Brachypterois serrulata_Sp4_L (68).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.634044219620846,0.5261505204984792,0.4368350783566847,0.6451612903225806,0.3932090247694574,0.0
Brachypterois serrulata_Sp4_L (69).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6664078172425557,0.5537514379852659,0.4621527864437886,0.6881720430107526,0.41223050217309914,0.0
Brachypterois serrulata_Sp4_L (7).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (70).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.634044219620846,0.5261505204984792,0.4368350783566847,0.6451612903225806,0.3932090247694574,0.0
Brachypterois serrulata_Sp4_L (71).tif,Brachypterois serrulata,Minous dempsterae,0.7605633802816901,0.634044219620846,0.5261505204984792,0.4368350783566847,0.6451612903225806,0.3932090247694574,0.0
Brachypterois serrulata_Sp4_L (72).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (73).tif,Brachypterois serrulata,Minous dempsterae,0.75,0.6251760315483433,0.5387098006876866,0.45550409439114,0.6382978723404256,0.3912311121700135,0.0
Brachypterois serrulata_Sp4_L (74).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6578086464321604,0.5418470963860217,0.4482301775521988,0.6881720430107526,0.40837253351344793,0.0
Brachypterois serrulata_Sp4_L (75).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6664078172425557,0.5537514379852659,0.4621527864437886,0.6881720430107526,0.41223050217309914,0.0
Brachypterois serrulata_Sp4_L (76).tif,Brachypterois serrulata,Minous dempsterae,0.7746478873239436,0.6735891433240474,0.575589710309902,0.4866481053598706,0.702127659574468,0.41916156087313744,0.0
Brachypterois serrulata_Sp4_L (77).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6578086464321604,0.5418470963860217,0.4482301775521988,0.6881720430107526,0.40837253351344793,0.0
Brachypterois serrulata_Sp4_L (78).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6344166391652173,0.5068595488089456,0.4061430563890852,0.6666666666666666,0.3930801889004939,0.0
Brachypterois serrulata_Sp4_L (79).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (8).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6578086464321604,0.5418470963860217,0.4482301775521988,0.6881720430107526,0.40837253351344793,0.0
Brachypterois serrulata_Sp4_L (80).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5191454979529612,0.42069847060775506,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (81).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6578086464321604,0.5418470963860217,0.4482301775521988,0.6881720430107526,0.40837253351344793,0.0
Brachypterois serrulata_Sp4_L (82).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (83).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6578086464321604,0.5418470963860217,0.4482301775521988,0.6881720430107526,0.40837253351344793,0.0
Brachypterois serrulata_Sp4_L (84).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7910447761194029,0.683692584079352,0.5930192527114986,0.5174427086408707,0.6666666666666666,0.37746335961516014,0.0
Brachypterois serrulata_Sp4_L (85).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5570432085116224,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (86).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5570432085116224,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (87).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8208955223880597,0.7313178998539324,0.6603725789806231,0.6010301792991235,0.711111111111111,0.4085692825957476,0.0
Brachypterois serrulata_Sp4_L (88).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7162162162162162,0.6025061814040891,0.5206943312468102,0.4520405281690193,0.5979381443298969,0.3606137229983722,0.0
Brachypterois serrulata_Sp4_L (89).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7910447761194029,0.683692584079352,0.5930192527114986,0.5174427086408707,0.6666666666666666,0.37746335961516014,0.0
Brachypterois serrulata_Sp4_L (9).tif,Brachypterois serrulata,Minous dempsterae,0.805878565793372,0.6901131738517967,0.5898562125719439,0.4968986610117948,0.688888888888889,0.4056487274740298,0.0
Brachypterois serrulata_Sp4_L (90).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7910447761194029,0.683692584079352,0.5930192527114986,0.5174427086408707,0.6666666666666666,0.37746335961516014,0.0
Brachypterois serrulata_Sp4_L (91).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7910447761194029,0.683692584079352,0.5930192527114986,0.5174427086408707,0.6666666666666666,0.37746335961516014,0.0
Brachypterois serrulata_Sp4_L (92).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5570432085116224,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (93).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8059701492537313,0.7075863382312864,0.6269965723681812,0.5625319817104294,0.688888888888889,0.39283271429389294,0.0
Brachypterois serrulata_Sp4_L (94).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7910447761194029,0.683692584079352,0.5930192527114986,0.5174427086408707,0.6666666666666666,0.37746335961516014,0.0
Brachypterois serrulata_Sp4_L (95).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7777777777777778,0.670178543468228,0.5960266053483262,0.5262861779066823,0.6808510638297872,0.40493784200469646,0.0
Brachypterois serrulata_Sp4_L (96).tif,Brachypterois serrulata,Minous dempsterae,0.7857142857142857,0.6664078172425557,0.5537514379852659,0.4621527864437886,0.6881720430107526,0.41223050217309914,0.0
Brachypterois serrulata_Sp4_L (97).tif,Brachypterois serrulata,Minous dempsterae,0.7464788732394366,0.6195994032624134,0.5181286808535968,0.43183041443713516,0.6236559139784946,0.3815445140227583,0.0
Brachypterois serrulata_Sp4_L (98).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6431676268853183,0.5337769507092208,0.4432139201461941,0.6666666666666666,0.3967136381692415,0.0
Brachypterois serrulata_Sp4_L (99).tif,Brachypterois serrulata,Minous dempsterae,0.7588479025149345,0.6516305536141205,0.5536905047794515,0.46751924524308786,0.6744186046511628,0.3842293875401534,0.0
Brachypterois serrulata_Sp4_R (1).tif,Brachypterois serrulata,Minous dempsterae,0.7970160978851611,0.6496120224809279,0.5252528790320876,0.42606330890764665,0.6666666666666667,0.3870469879009822,0.0
Brachypterois serrulata_Sp4_R (10).tif,Brachypterois serrulata,Minous dempsterae,0.7671232876712328,0.6528243287912883,0.564700955513776,0.4762630412102641,0.6804123711340206,0.39819987115057015,0.0
Brachypterois serrulata_Sp4_R (11).tif,Brachypterois serrulata,Minous dempsterae,0.7714285714285715,0.6603217736229035,0.5707774064700087,0.48538782483770637,0.6595744680851064,0.38562940657120265,0.0
Brachypterois serrulata_Sp4_R (12).tif,Brachypterois serrulata,Minous dempsterae,0.8115072996648913,0.6734529669117935,0.5604700671548859,0.4681741532852737,0.6881720430107526,0.4018838971447707,0.0
Brachypterois serrulata_Sp4_R (13).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7967533027407899,0.7015079650306805,0.6172284559780951,0.5518128313457186,0.6956521739130435,0.3887205755279022,0.0
Brachypterois serrulata_Sp4_R (14).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (15).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7967533027407899,0.7015079650306805,0.6172284559780951,0.5518128313457186,0.6956521739130435,0.3887205755279022,0.0
Brachypterois serrulata_Sp4_R (16).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7967533027407899,0.7015079650306805,0.6172284559780951,0.5518128313457186,0.6956521739130435,0.3887205755279022,0.0
Brachypterois serrulata_Sp4_R (17).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (18).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (19).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (2).tif,Brachypterois serrulata,Minous dempsterae,0.7534246575342466,0.6305876556644666,0.5327606191927399,0.4377607367196524,0.6597938144329897,0.38318579536268355,0.0
Brachypterois serrulata_Sp4_R (20).tif,Brachypterois serrulata,Dactyloptena orientalis,0.8112397264269859,0.7245143108788481,0.649772813643978,0.589365425498135,0.717391304347826,0.4041388995468841,0.0
Brachypterois serrulata_Sp4_R (21).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7967533027407899,0.7015079650306805,0.6172284559780951,0.5518128313457186,0.6956521739130435,0.3887205755279022,0.0
Brachypterois serrulata_Sp4_R (22).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7967533027407899,0.7015079650306805,0.6172284559780951,0.5518128313457186,0.6956521739130435,0.3887205755279022,0.0
Brachypterois serrulata_Sp4_R (23).tif,Brachypterois serrulata,Dactyloptena orientalis,0.7967533027407899,0.7015079650306805,0.6172284559780951,0.5518128313457186,0.6956521739130435,0.3887205755279022,0.0
