Image,actual_label,predicted_label,BLEU-1,BLEU-2,BLEU-3,BLEU-4,ROUGE-L,METEOR,CIDEr
L_AC_sp1_Image013.tif,Amphiprion clarki,Dactyloptena orientalis,0.7794117647058824,0.6471386334370269,0.5484554492088279,0.47466277795313006,0.6593406593406593,0.3593179972716082,0.0
L_AC_sp1_Image014.tif,Amphiprion clarki,Dactyloptena orientalis,0.8087343313275457,0.7204837602301408,0.6443334063904127,0.5720194921992247,0.7472527472527473,0.4106698648943208,0.0
L_AC_sp3_Image001.tif,Amphiprion clarki,Brachypterois serrulata,0.6911764705882353,0.6008846273469758,0.515220047517582,0.4411480380703353,0.651685393258427,0.38271726980117665,0.0
L_AC_sp3_Image002.tif,Amphiprion clarki,Dactyloptena orientalis,0.7164179104477612,0.6251187132847479,0.545496291554927,0.47457664007135997,0.6666666666666666,0.3821862288432679,0.0
L_AC_sp3_Image003.tif,Amphiprion clarki,Dactyloptena orientalis,0.7164179104477612,0.6251187132847479,0.545496291554927,0.47457664007135997,0.6666666666666666,0.3821862288432679,0.0
L_AC_sp3_Image004.tif,Amphiprion clarki,Dactyloptena orientalis,0.7164179104477612,0.6251187132847479,0.545496291554927,0.47457664007135997,0.6666666666666666,0.3821862288432679,0.0
L_AC_sp3_Image005.tif,Amphiprion clarki,Dactyloptena orientalis,0.6617647058823529,0.5533440521367502,0.46013854738898546,0.38722281555233845,0.6,0.36079489365190975,0.0
L_AC_sp3_Image006.tif,Amphiprion clarki,Dactyloptena orientalis,0.6527777777777778,0.5508209835042095,0.46367845448733913,0.3899243978410881,0.6170212765957446,0.37162297542490214,0.0
L_AC_sp3_Image007.tif,Amphiprion clarki,Dactyloptena orientalis,0.8546989974855745,0.7767356544442512,0.7116116248826693,0.6516655509442052,0.795698924731183,0.45290648507519415,0.0
L_AC_sp3_Image008.tif,Amphiprion clarki,Dactyloptena orientalis,0.8691854211717708,0.7994425208592388,0.7431135678123333,0.6879882501349506,0.8172043010752688,0.4702475471139382,0.0
L_AC_sp3_Image009.tif,Amphiprion clarki,Dactyloptena orientalis,0.8691854211717708,0.7994425208592388,0.7431135678123333,0.6879882501349506,0.8172043010752688,0.4702475471139382,0.0
L_AC_sp3_Image010.tif,Amphiprion clarki,Brachypterois serrulata,0.8839633085635424,0.8062530645914265,0.7355270765764309,0.667963102979145,0.8043478260869565,0.481530399966436,0.0
L_AC_sp3_Image011.tif,Amphiprion clarki,Brachypterois serrulata,0.9,0.8469895538599199,0.7970694140939723,0.7506123922693121,0.8510638297872339,0.5275364992590951,0.0
L_AC_sp3_Image012.tif,Amphiprion clarki,Brachypterois serrulata,0.8839633085635424,0.8062530645914265,0.7355270765764309,0.667963102979145,0.8043478260869565,0.481530399966436,0.0
L_AC_sp3_Image013.tif,Amphiprion clarki,Dactyloptena orientalis,0.9014084507042254,0.8415756038419194,0.7898163875198236,0.7427278343453911,0.8631578947368421,0.5248034669178224,0.0
L_AC_sp3_Image014.tif,Amphiprion clarki,Brachypterois serrulata,0.8686936693348039,0.8070332141967385,0.7477852256898521,0.6864033104931312,0.8222222222222222,0.49250855155007595,0.0
L_AC_sp3_Image015.tif,Amphiprion clarki,Dactyloptena orientalis,0.9014084507042254,0.8415756038419194,0.7898163875198236,0.7427278343453911,0.8631578947368421,0.5248034669178224,0.0
L_AC_sp3_Image016.tif,Amphiprion clarki,Dactyloptena orientalis,0.9014084507042254,0.8415756038419194,0.7898163875198236,0.7427278343453911,0.8631578947368421,0.5248034669178224,0.0
L_AC_sp3_Image017.tif,Amphiprion clarki,Dactyloptena orientalis,0.9014084507042254,0.8415756038419194,0.7898163875198236,0.7427278343453911,0.8631578947368421,0.5248034669178224,0.0
L_AC_sp3_Image018.tif,Amphiprion clarki,Dactyloptena orientalis,0.8691854211717708,0.7994425208592388,0.7431135678123333,0.6879882501349506,0.8172043010752688,0.4702475471139382,0.0
L_AC_sp3_Image019.tif,Amphiprion clarki,Dactyloptena orientalis,0.9014084507042254,0.8415756038419194,0.7898163875198236,0.7427278343453911,0.8631578947368421,0.5248034669178224,0.0
L_AC_sp3_Image020.tif,Amphiprion clarki,Dactyloptena orientalis,0.8985507246376812,0.8289312545217079,0.7611616417733349,0.6954064233094676,0.8387096774193549,0.5014729261773503,0.0
R_AC_sp1_Image001.tif,Amphiprion clarki,Dactyloptena orientalis,0.8088235294117647,0.6861543019434512,0.5914243680442118,0.5201493147872905,0.7032967032967032,0.38969105252926783,0.0
R_AC_sp1_Image002.tif,Amphiprion clarki,Dactyloptena orientalis,0.8309859154929577,0.7469589587900397,0.6748014320587509,0.6067853435557953,0.7956989247311829,0.43131494462140363,0.0
R_AC_sp1_Image003.tif,Amphiprion clarki,Dactyloptena orientalis,0.8309859154929577,0.7469589587900397,0.6748014320587509,0.6067853435557953,0.7956989247311829,0.43131494462140363,0.0
R_AC_sp1_Image004.tif,Amphiprion clarki,Dactyloptena orientalis,0.8234385918971374,0.7437190298030075,0.6769262923978704,0.6100143356542032,0.7692307692307693,0.4261303772575932,0.0
R_AC_sp1_Image005.tif,Amphiprion clarki,Dactyloptena orientalis,0.8234385918971374,0.7437190298030075,0.6769262923978704,0.6100143356542032,0.7692307692307693,0.4261303772575932,0.0
R_AC_sp1_Image006.tif,Amphiprion clarki,Dactyloptena orientalis,0.8088235294117647,0.6861543019434512,0.5914243680442118,0.5201493147872905,0.7032967032967032,0.3956962360994891,0.0
R_AC_sp1_Image007.tif,Amphiprion clarki,Dactyloptena orientalis,0.8405797101449275,0.7290699911554515,0.6397238284414978,0.5611686668899449,0.7692307692307693,0.4294029762588534,0.0
R_AC_sp1_Image008.tif,Amphiprion clarki,Dactyloptena orientalis,0.8309859154929577,0.7469589587900397,0.6748014320587509,0.6067853435557953,0.7956989247311829,0.43131494462140363,0.0
R_AC_sp1_Image009.tif,Amphiprion clarki,Dactyloptena orientalis,0.7941176470588235,0.6711148064277057,0.5827503832325415,0.514417276407947,0.6813186813186812,0.3728226088729536,0.0
R_AC_sp1_Image010.tif,Amphiprion clarki,Dactyloptena orientalis,0.8234385918971374,0.7437190298030075,0.6769262923978704,0.6100143356542032,0.7692307692307693,0.4261303772575932,0.0
R_AC_sp1_Image011.tif,Amphiprion clarki,Dactyloptena orientalis,0.8309859154929577,0.7389698632234707,0.6640519086503894,0.5995212862092185,0.7956989247311829,0.43131494462140363,0.0
R_AC_sp1_Image012.tif,Amphiprion clarki,Uranoscopus sp,0.7759892088309003,0.6624307323586582,0.5839927879008563,0.5036633027681079,0.7058823529411765,0.3792338820719307,0.0
R_AC_sp1_Image013.tif,Amphiprion clarki,Dactyloptena orientalis,0.8234385918971374,0.7437190298030075,0.6769262923978704,0.6100143356542032,0.7692307692307693,0.4261303772575932,0.0
R_AC_sp2_Image001.tif,Amphiprion clarki,Dactyloptena orientalis,0.6617647058823529,0.53519666451714,0.4274826129133377,0.35354633568120697,0.5555555555555556,0.3385682022431486,0.0
R_AC_sp2_Image002.tif,Amphiprion clarki,Brachypterois serrulata,0.6527777777777778,0.5508209835042095,0.46367845448733913,0.4015767316404204,0.6021505376344085,0.35653944273001603,0.0
R_AC_sp2_Image003.tif,Amphiprion clarki,Brachypterois serrulata,0.6438356164383562,0.5432230887958586,0.45723764177151704,0.39595889027107695,0.5957446808510639,0.3561582530193283,0.0
R_AC_sp2_Image004.tif,Amphiprion clarki,Brachypterois serrulata,0.9,0.831447140728794,0.7817827397927719,0.7353461481893548,0.8297872340425532,0.49818564192495807,0.0
R_AC_sp2_Image005.tif,Amphiprion clarki,Brachypterois serrulata,0.9129457121230028,0.8593559300811177,0.8144614611887854,0.7703622770395767,0.8478260869565217,0.5213120813120318,0.0
R_AC_sp2_Image006.tif,Amphiprion clarki,Brachypterois serrulata,0.8493150684931506,0.7602671164005851,0.6936695653725626,0.6480975821772116,0.7628865979381443,0.4586247032873107,0.0
R_AC_sp2_Image007.tif,Amphiprion clarki,Brachypterois serrulata,0.8493150684931506,0.7679857621714228,0.7039888158809334,0.6553151988591875,0.7628865979381443,0.4586247032873107,0.0
R_AC_sp2_Image008.tif,Amphiprion clarki,Brachypterois serrulata,0.8686936693348039,0.7910507758921625,0.7262575307285745,0.666679980232004,0.8,0.4784611233202379,0.0
L_G_Image001.tif,Grouper,Dactyloptena orientalis,0.8285714285714286,0.7016691132673987,0.6077232245977894,0.5432553493990452,0.723404255319149,0.4296472319042721,0.0
L_G_Image002.tif,Grouper,Dactyloptena orientalis,0.8142857142857143,0.6784161312977227,0.5811574449288853,0.5149374334070301,0.7291666666666665,0.4063721897035773,0.0
L_G_Image003.tif,Grouper,Dactyloptena orientalis,0.7972972972972973,0.6772879690099096,0.588556374814019,0.5276760765854044,0.7346938775510204,0.4231000138139685,0.0
L_G_Image004.tif,Grouper,Dactyloptena orientalis,0.8115072996648913,0.6734529669117935,0.5744875894143833,0.5014656025944448,0.702127659574468,0.39370871994842566,0.0
L_G_Image005.tif,Grouper,Dactyloptena orientalis,0.8142857142857143,0.6696620080077293,0.5694472238808338,0.4962232165971955,0.7083333333333334,0.39692014487288024,0.0
L_G_Image006.tif,Grouper,Dactyloptena orientalis,0.8142857142857143,0.6696620080077293,0.5694472238808338,0.4962232165971955,0.7083333333333334,0.39692014487288024,0.0
L_G_Image007.tif,Grouper,Dactyloptena orientalis,0.7967533027407899,0.6584288066706153,0.5591152611429488,0.49141191574339294,0.702127659574468,0.39597068691410087,0.0
L_G_Multi Focus Image - 1.tif,Grouper,Dactyloptena orientalis,0.8115072996648913,0.6734529669117935,0.5744875894143833,0.5014656025944448,0.702127659574468,0.39370871994842566,0.0
L_G_Multi Focus Image - 7.tif,Grouper,Dactyloptena orientalis,0.8333333333333334,0.7104187748650448,0.6196525675641685,0.5523824329195083,0.7422680412371135,0.44330407112258224,0.0
L_G_Series001--Z12.tif,Grouper,Dactyloptena orientalis,0.8115072996648913,0.6734529669117935,0.5744875894143833,0.5014656025944448,0.702127659574468,0.40019830006897694,0.0
L_G_Series001--Z13.tif,Grouper,Dactyloptena orientalis,0.8142857142857143,0.6696620080077293,0.5694472238808338,0.4962232165971955,0.7083333333333334,0.39692014487288024,0.0
L_G_Series001--Z14.tif,Grouper,Dactyloptena orientalis,0.8115072996648913,0.6734529669117935,0.5744875894143833,0.5014656025944448,0.702127659574468,0.39370871994842566,0.0
L_G_Series001--Z14_90.tif,Grouper,Dactyloptena orientalis,0.8309859154929577,0.6716447273961392,0.5678008696713797,0.4988290885668543,0.7216494845360826,0.4116062603481693,0.0
L_G_Series001--Z15.tif,Grouper,Dactyloptena orientalis,0.8428571428571429,0.7076921345824726,0.6111960041223188,0.5455819779995119,0.7446808510638298,0.43029904955720816,0.0
L_G_Series001--Z15_90.tif,Grouper,Brachypterois serrulata,0.8694721067838121,0.7585834104240509,0.676279445301017,0.6019482256236509,0.7526881720430108,0.4515137265630865,0.0
L_G_Series001--Z16.tif,Grouper,Dactyloptena orientalis,0.8115072996648913,0.6734529669117935,0.5744875894143833,0.5014656025944448,0.702127659574468,0.39370871994842566,0.0
L_G_Series001--Z16_90.tif,Grouper,Dactyloptena orientalis,0.8142857142857143,0.6696620080077293,0.5694472238808338,0.4962232165971955,0.7083333333333334,0.39692014487288024,0.0
L_G_Series001--Z17.tif,Grouper,Dactyloptena orientalis,0.8142857142857143,0.6696620080077293,0.5694472238808338,0.4962232165971955,0.7083333333333334,0.39692014487288024,0.0
L_G_Series001--Z17_90.tif,Grouper,Dactyloptena orientalis,0.795652659165656,0.6923103008778618,0.6117327530636986,0.5427838618249243,0.7608695652173914,0.4064066527531061,0.0
L_G_Series001--Z18.tif,Grouper,Dactyloptena orientalis,0.7721518987341772,0.6448054740139875,0.5627215519242998,0.501600204061526,0.7184466019417476,0.43833799614071745,0.0
L_G_Series001--Z18_90.tif,Grouper,Brachypterois serrulata,0.7972972972972973,0.68530349025119,0.5993066686981383,0.5348884086339695,0.7142857142857142,0.4351854629986147,0.0
L_G_Series001--Z19.tif,Grouper,Dactyloptena orientalis,0.8115072996648913,0.6645326662155141,0.5694033618076634,0.49813342072020766,0.702127659574468,0.3969015784045052,0.0
L_G_Series001--Z19_90.tif,Grouper,Dactyloptena orientalis,0.8,0.6637617871984856,0.5660974568264808,0.49403233211785685,0.7083333333333334,0.3890922536355331,0.0
R_G_Image001.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Image002.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Image003.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Image004.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Multi Focus Image - 1.tif,Grouper,Dactyloptena orientalis,0.8088235294117647,0.677300327106971,0.5929889900650706,0.5321592745214507,0.7391304347826085,0.41532798862990256,0.0
R_G_Multi Focus Image - 10.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Series001--Z00.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Series001--Z01.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Series001--Z02.tif,Grouper,Dactyloptena orientalis,0.8169014084507042,0.7001005963934201,0.6227545469795492,0.561564906689934,0.7446808510638298,0.43975339788363105,0.0
R_G_Series001--Z03.tif,Grouper,Dactyloptena orientalis,0.8088235294117647,0.677300327106971,0.5929889900650706,0.5321592745214507,0.7391304347826085,0.41532798862990256,0.0
R_G_Series001--Z04.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Series001--Z15_90.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Series001--Z16_90.tif,Grouper,Dactyloptena orientalis,0.8088235294117647,0.677300327106971,0.5929889900650706,0.5321592745214507,0.7391304347826085,0.41532798862990256,0.0
R_G_Series001--Z17_90.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Series001--Z18_90.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
R_G_Series001--Z19_90.tif,Grouper,Dactyloptena orientalis,0.8059701492537313,0.6812073247310982,0.5983043660898864,0.5378134234858204,0.7391304347826085,0.41096252617734896,0.0
L_LM_sp1Image001.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7390882509182782,0.6334778317058671,0.540522582835737,0.4689377842663998,0.7326732673267327,0.39072271313288215,0.0
L_LM_sp1Image002.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7362956679536764,0.6312188340596709,0.538712178563963,0.46230460281986097,0.7272727272727273,0.39210417234254463,0.0
L_LM_sp1Image003.tif,Lutjanus malabaricus,Brachypterois serrulata,0.7675067309351042,0.6388423195620283,0.5379314499172441,0.4569713432274891,0.6990291262135921,0.40290399071365657,0.0
L_LM_sp1Image004.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.6839382266834132,0.5704089007621607,0.47978150218156895,0.40841389753505125,0.6666666666666666,0.35473559345197436,0.0
L_LM_sp1Image005.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7109061621621703,0.5976784866367336,0.50764584499702,0.4370492734027065,0.6868686868686867,0.36864177633977324,0.0
L_LM_sp1Image006.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7163396155394306,0.5863014926832972,0.4960594635307448,0.42481196860704556,0.6407766990291262,0.3737123279918669,0.0
L_LM_sp1Image007.tif,Lutjanus malabaricus,Brachypterois serrulata,0.7675067309351042,0.6542383189694322,0.5588256956934037,0.4810366598307934,0.7184466019417476,0.4101012475934939,0.0
L_LM_sp1Image008.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7146804669114808,0.5929114695589442,0.5056192801612749,0.43610480681300096,0.6534653465346534,0.3787321613233724,0.0
L_LM_sp1Image009.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7236009150579235,0.6029912887776573,0.5166579316259172,0.44285555979229035,0.7070707070707071,0.3697812583603009,0.0
L_LM_sp1Image010.tif,Lutjanus malabaricus,Brachypterois serrulata,0.6881166474066729,0.5737074922092255,0.4823962699782423,0.4105010209556646,0.64,0.35755130090755544,0.0
L_LM_sp1Image011.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7146804669114808,0.5929114695589442,0.5056192801612749,0.43610480681300096,0.6534653465346534,0.3787321613233724,0.0
L_LM_sp2_Image001.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7419231732372674,0.6046887926377285,0.5063774440070152,0.4314219165335223,0.6730769230769231,0.37899009683632795,0.0
R_LM_sp2_Image001.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7263453500403768,0.6051492660567331,0.5061921502321951,0.42559629672125676,0.693069306930693,0.37739836561097706,0.0
R_LM_sp2_Image002.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.6712727039670537,0.5574138263402978,0.46632999301282174,0.39442789760893426,0.6464646464646465,0.34472088674818613,0.0
R_LM_sp2_Image003.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7136024491624755,0.5998174505295107,0.5032144804554175,0.42371723848745485,0.693069306930693,0.3704506809763333,0.0
R_LM_sp2_Image004.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7236009150579235,0.610673016153649,0.5087723307904739,0.42695879643756274,0.7070707070707071,0.38191571216687176,0.0
R_LM_sp2_Image005.tif,Lutjanus malabaricus,Brachypterois serrulata,0.7547149520861859,0.6334962647422132,0.5349261835805212,0.45505527862883705,0.6990291262135921,0.39615143342883724,0.0
R_LM_sp2_Image006.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7236009150579235,0.610673016153649,0.5087723307904739,0.42695879643756274,0.7070707070707071,0.38191571216687176,0.0
R_LM_sp2_Image007.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7236009150579235,0.610673016153649,0.5087723307904739,0.42695879643756274,0.7070707070707071,0.38191571216687176,0.0
R_LM_sp2_Image008.tif,Lutjanus malabaricus,Dactyloptena orientalis,0.7236009150579235,0.610673016153649,0.5087723307904739,0.42695879643756274,0.7070707070707071,0.38191571216687176,0.0
L_N_N_sp1_Image002.tif,Nemipterus sp,Brachypterois serrulata,0.7560999463055499,0.6354738027597457,0.5521270168528282,0.49351391818657775,0.693069306930693,0.36608460757065797,0.0
L_N_N_sp1_Image003.tif,Nemipterus sp,Brachypterois serrulata,0.7960441297528189,0.6518803895804657,0.5737464661710192,0.5177952370014673,0.72,0.39181843860574544,0.0
L_N_N_sp1_Image004.tif,Nemipterus sp,Brachypterois serrulata,0.7960441297528189,0.6518803895804657,0.5737464661710192,0.5177952370014673,0.72,0.39181843860574544,0.0
L_N_N_sp1_Image005.tif,Nemipterus sp,Dactyloptena orientalis,0.7966053005719187,0.6768960590252279,0.5944556371208013,0.5366167803375989,0.712871287128713,0.40310292858735786,0.0
L_N_N_sp1_Image006.tif,Nemipterus sp,Brachypterois serrulata,0.7809063952584119,0.6533291463651395,0.5743588748646158,0.5181077380302728,0.7142857142857142,0.38971419903992327,0.0
L_N_N_sp1_Image007.tif,Nemipterus sp,Brachypterois serrulata,0.7960441297528189,0.6518803895804657,0.5737464661710192,0.5177952370014673,0.72,0.39181843860574544,0.0
L_N_N_sp1_Image008.tif,Nemipterus sp,Dactyloptena orientalis,0.810107085327375,0.6826083633279821,0.6037736956600054,0.5476969151578404,0.7326732673267327,0.41001713303545034,0.0
L_N_N_sp1_Image009.tif,Nemipterus sp,Brachypterois serrulata,0.7809063952584119,0.645110842532465,0.5574106986886395,0.496944756772713,0.7142857142857142,0.38269994108993965,0.0
L_N_N_sp1_Image010.tif,Nemipterus sp,Brachypterois serrulata,0.7809063952584119,0.6533291463651395,0.5743588748646158,0.5181077380302728,0.7142857142857142,0.38971419903992327,0.0
L_N_N_sp1_Image011.tif,Nemipterus sp,Uranoscopus sp,0.6778310984428567,0.5153073396234114,0.41781574482686606,0.34557582874803805,0.6236559139784946,0.3115550198393613,0.0
L_N_N_sp1_Image012.tif,Nemipterus sp,Brachypterois serrulata,0.7960441297528189,0.6518803895804657,0.5737464661710192,0.5177952370014673,0.72,0.39181843860574544,0.0
L_N_N_sp1_Image013.tif,Nemipterus sp,Brachypterois serrulata,0.778470756209197,0.6432442294205907,0.5559261558007877,0.4907045274288028,0.7291666666666667,0.3948774541689486,0.0
L_N_N_sp2_Image001.tif,Nemipterus sp,Dactyloptena orientalis,0.7199347759749792,0.5975253992821045,0.5097756825106488,0.44503072399550964,0.7058823529411765,0.35898603791807593,0.0
L_N_N_sp2_Image002.tif,Nemipterus sp,Dactyloptena orientalis,0.7472035538869295,0.6328982800119266,0.5362252335678866,0.4623998966416327,0.7254901960784315,0.3762743028075902,0.0
L_N_N_sp2_Image003.tif,Nemipterus sp,Minous inermis,0.7497224320869379,0.6031312696140042,0.4946239174427778,0.4082653310375629,0.6923076923076924,0.3657055419601623,0.0
L_N_N_sp2_Image004.tif,Nemipterus sp,Minous dempsterae,0.7497224320869379,0.6031312696140042,0.4946239174427778,0.4082653310375629,0.6923076923076924,0.3657055419601623,0.0
L_N_N_sp2_Image005.tif,Nemipterus sp,Dactyloptena orientalis,0.7910610783879569,0.6369019591877437,0.5330271101491915,0.46072724436346146,0.6728971962616823,0.38150686699077885,0.0
L_N_N_sp2_Image006.tif,Nemipterus sp,Dactyloptena orientalis,0.7343207339923273,0.6119243308733847,0.5182147804111745,0.4507021603730747,0.7058823529411765,0.36286394871535466,0.0
L_N_N_sp2_Image007.tif,Nemipterus sp,Dactyloptena orientalis,0.7343207339923273,0.6119243308733847,0.5182147804111745,0.4507021603730747,0.7058823529411765,0.36286394871535466,0.0
L_N_N_sp2_Image008.tif,Nemipterus sp,Dactyloptena orientalis,0.7456467322597998,0.6238993761899007,0.5368739226201029,0.4728321855589958,0.7254901960784315,0.3826442665103531,0.0
L_N_N_sp2_Image009.tif,Nemipterus sp,Dactyloptena orientalis,0.7910610783879569,0.6286835250775427,0.5284318201892838,0.45774503432018887,0.6728971962616823,0.3786487995718963,0.0
L_N_N_sp2_Image010.tif,Nemipterus sp,Dactyloptena orientalis,0.7774266336559562,0.6627581719551845,0.5721820912544722,0.5065728677262217,0.7307692307692307,0.3882507933699139,0.0
L_N_N_sp2_Image011.tif,Nemipterus sp,Dactyloptena orientalis,0.7600863737815318,0.6383309829180509,0.5392894442748297,0.4643802412909203,0.7254901960784315,0.38323854910668576,0.0
L_N_N_sp2_Image012.tif,Nemipterus sp,Dactyloptena orientalis,0.7903837442168887,0.6911766719446427,0.6062656133418819,0.5389327833640846,0.7238095238095238,0.4178434166865847,0.0
L_N_N_sp2_Image013.tif,Nemipterus sp,Dactyloptena orientalis,0.7199347759749792,0.5975253992821045,0.5097756825106488,0.44503072399550964,0.7058823529411765,0.35898603791807593,0.0
L_N_N_sp2_Image014.tif,Nemipterus sp,Minous inermis,0.7497224320869379,0.6031312696140042,0.4946239174427778,0.4082653310375629,0.6923076923076924,0.3657055419601623,0.0
L_N_N_sp3_Image001.tif,Nemipterus sp,Dactyloptena orientalis,0.7070787978325689,0.5843227100251556,0.502238550265322,0.4450045803194388,0.6862745098039216,0.3519502461480774,0.0
L_N_N_sp3_Image002.tif,Nemipterus sp,Dactyloptena orientalis,0.8033408547778215,0.7118060940373021,0.6241028633972252,0.5556349089337058,0.7884615384615384,0.4204741328082076,0.0
L_N_N_sp3_Image003.tif,Nemipterus sp,Dactyloptena orientalis,0.7485587985457948,0.6715230547799161,0.5997894970686243,0.534335982123315,0.7254901960784315,0.3993028327052932,0.0
L_N_N_sp3_Image004.tif,Nemipterus sp,Brachypterois serrulata,0.816997507187562,0.7029501927955684,0.6132260782077728,0.543602217881508,0.7547169811320756,0.4085472265497438,0.0
L_N_N_sp3_Image005.tif,Nemipterus sp,Brachypterois serrulata,0.7600863737815318,0.6612723051729292,0.5821995061644052,0.5128009657019353,0.7326732673267325,0.39131716442703113,0.0
L_N_N_sp3_Image006.tif,Nemipterus sp,Dactyloptena orientalis,0.7472035538869295,0.6093036578850882,0.5167341586834854,0.4497360194256676,0.7058823529411765,0.3730341164863318,0.0
L_N_N_sp3_Image007.tif,Nemipterus sp,Brachypterois serrulata,0.7895334677445468,0.6753238990523628,0.591086500556133,0.523934211931843,0.75,0.3963979348284819,0.0
L_N_sp3_Image008.tif,Nemipterus sp,Brachypterois serrulata,0.7765902961421772,0.669765583139834,0.5878387069834937,0.521773612458634,0.7307692307692307,0.39584003030156323,0.0
